REQ-00000,500000,2000,0.8437230587005615,3.0994415283203125e-06,"['vit_b_16', 'resnet101', 'resnet50']",leatherback_turtle,0.9958985447883606,online_weighted,843.4098339639604,True,n01665541,3.0,,,,leatherback_turtle,leatherback_turtle,leatherback_turtle,-1.0,-1.0,-1.0,0.9905745387077332,0.9958985447883606,0.8651425242424011,0.05362208148247577,0.08495863487552871,0.11782142113426566,0.325136981081224,0.7180095039079923,0.41966583401490054,greedy
REQ-00000,500000,2000,0.8070061206817627,1.9073486328125e-06,"['vit_b_16', 'resnet101', 'resnet50']",chickadee,0.9999721050262451,online_weighted,806.3832919578999,True,n01592084,3.0,,,,chickadee,chickadee,chickadee,-1.0,-1.0,-1.0,0.9999191761016846,0.9999721050262451,0.900912880897522,0.05362208148247577,0.08495863487552871,0.11782142113426566,0.3087651829731016,0.664859153517193,0.40004925061341046,greedy
REQ-00004,500000,2000,178.00862312316895,4.857945919036865,"['vit_b_16', 'resnet101', 'resnet50']",common_newt,0.8925168514251709,online_weighted,178009.27533302456,True,n01630670,3.0,,,,common_newt,common_newt,common_newt,-1.0,-1.0,-1.0,0.7815166115760803,0.7309257388114929,0.8925168514251709,0.0,0.0,0.0,0.0,0.0,0.0,greedy
REQ-00000,500000,2000,183.2115137577057,2.86102294921875e-06,"['vit_b_16', 'resnet101', 'resnet50']",snail,0.9235971570014954,online_weighted,183212.26458298042,True,n01944390,3.0,,,,snail,butternut_squash,snail,-1.0,-1.0,-1.0,0.41508981585502625,0.3768020272254944,0.9235971570014954,0.0,0.0,0.0,0.0,0.0,0.0,greedy
REQ-00005,500000,2000,181.60944986343384,6.5123419761657715,"['vit_b_16', 'resnet101', 'resnet50']",tarantula,0.9743015766143799,online_weighted,181610.17875000834,True,n01774750,3.0,,,,tarantula,tarantula,tarantula,-1.0,-1.0,-1.0,0.9743015766143799,0.9973763227462769,0.8470712304115295,0.0,0.0,0.0,0.0,0.0,0.0,greedy
REQ-00003,500000,2000,188.8479359149933,4.34810996055603,"['vit_b_16', 'resnet101', 'resnet50']",hornbill,0.9999314546585083,online_weighted,188848.31754188053,True,n01829413,3.0,,,,hornbill,hornbill,hornbill,-1.0,-1.0,-1.0,0.9999314546585083,0.9999953508377075,0.8936607837677002,0.0,0.0,0.0,0.0,0.0,0.0,greedy
REQ-00001,500000,2000,201.45251369476318,2.360875129699707,"['vit_b_16', 'resnet101', 'resnet50']",common_iguana,0.9878695607185364,online_weighted,201452.43329182267,True,n01677366,3.0,,,,common_iguana,common_iguana,common_iguana,-1.0,-1.0,-1.0,0.9878695607185364,0.7246394753456116,0.8804377913475037,0.0,0.0,0.0,0.0,0.0,0.0,greedy
REQ-00002,500000,2000,200.92851901054382,2.930457830429077,"['vit_b_16', 'resnet101', 'resnet50']",common_iguana,0.9976416826248169,online_weighted,200926.12620908767,True,n01677366,3.0,,,,common_iguana,common_iguana,common_iguana,-1.0,-1.0,-1.0,0.9976416826248169,0.9880457520484924,0.9133833646774292,0.0,0.0,0.0,0.0,0.0,0.0,greedy
REQ-00001,500000,2000,84.26768827438354,2.4252731800079346,"['mobilenet_v3_small', 'resnet34', 'resnet18']",bald_eagle,0.998555600643158,online_weighted,84267.82112498768,True,n01614925,3.0,bald_eagle,bald_eagle,,,,,0.998555600643158,0.9935746788978577,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,greedy
REQ-00003,500000,2000,79.43468117713928,9.738859176635742,"['mobilenet_v3_small', 'resnet34', 'resnet18']",sea_lion,0.9836353063583374,online_weighted,79434.97604201548,True,n02077923,3.0,sea_lion,sea_lion,,,,,0.7593984007835388,0.9836353063583374,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,greedy
