REQ-00000,1000,500,0.23153305053710938,9.059906005859375e-06,['mobilenet_v3_small'],redshank,1.0,weighted_majority,230.44795899477322,True,n02028035,1.0,redshank,,,,,,0.8532957434654236,-1.0,-1.0,-1.0,-1.0,-1.0,0.28899863098456907,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,0.5
REQ-00001,1000,500,0.18994879722595215,0.3059711456298828,['mobilenet_v3_small'],komodo_dragon,1.0,weighted_majority,189.82616599532776,True,n01695060,1.0,komodo_dragon,,,,,,0.9244802594184875,-1.0,-1.0,-1.0,-1.0,-1.0,0.2633170678861122,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,0.5
REQ-00002,1000,500,0.2249610424041748,0.5713870525360107,['mobilenet_v3_small'],chiton,1.0,weighted_majority,224.80208400520496,True,n01955084,1.0,chiton,,,,,,0.9846599102020264,-1.0,-1.0,-1.0,-1.0,-1.0,0.24055556109750098,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,0.5
REQ-00003,1000,500,0.3133208751678467,0.8773791790008545,['mobilenet_v3_small'],peacock,1.0,weighted_majority,312.3794999992242,True,n01806143,1.0,peacock,,,,,,0.9999996423721313,-1.0,-1.0,-1.0,-1.0,-1.0,0.22034510498775087,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,0.5
REQ-00004,1000,500,0.18876218795776367,1.2321102619171143,['mobilenet_v3_small'],ptarmigan,1.0,weighted_majority,188.6199170112377,True,n01796340,1.0,ptarmigan,,,,,,0.9999788999557495,-1.0,-1.0,-1.0,-1.0,-1.0,0.21114319448897578,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,0.5
REQ-00005,1000,500,0.31569695472717285,1.802732229232788,['mobilenet_v3_small'],marmot,1.0,weighted_majority,315.6494169961661,True,n01796340,1.0,marmot,,,,,,0.24133451282978058,-1.0,-1.0,-1.0,-1.0,-1.0,0.1935055750400782,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,0.5
REQ-00006,1000,500,0.21842026710510254,1.91776704788208,['mobilenet_v3_small'],tailed_frog,1.0,weighted_majority,218.37866699206643,True,n01644900,1.0,tailed_frog,,,,,,0.7089799642562866,-1.0,-1.0,-1.0,-1.0,-1.0,0.1935055750400782,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,0.5
REQ-00007,1000,500,0.15509510040283203,2.034550189971924,['mobilenet_v3_small'],black_grouse,1.0,weighted_majority,154.40491700428538,True,n01795545,1.0,black_grouse,,,,,,0.9985435009002686,-1.0,-1.0,-1.0,-1.0,-1.0,0.1780568175360704,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,0.5
REQ-00008,1000,500,0.2035379409790039,2.665860891342163,['mobilenet_v3_small'],goose,1.0,weighted_majority,202.33850000659004,True,n01855672,1.0,goose,,,,,,0.9725023508071899,-1.0,-1.0,-1.0,-1.0,-1.0,0.15513438220421705,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,0.5
REQ-00009,1000,500,0.17100906372070312,3.371457099914551,['mobilenet_v3_small'],scorpion,1.0,weighted_majority,169.8327909980435,True,n01770393,1.0,scorpion,,,,,,0.9982024431228638,-1.0,-1.0,-1.0,-1.0,-1.0,0.14351854398379535,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,0.5
