REQ-00000,10000,50000,3.3202109336853027,3.0994415283203125e-06,"['vit_b_16', 'resnet101', 'resnet50', 'mobilenet_v3_small', 'resnet34', 'resnet18']",indigo_bunting,1.0,weighted_majority,3317.1229999279603,True,n01537544,indigo_bunting,indigo_bunting,indigo_bunting,indigo_bunting,indigo_bunting,indigo_bunting,0.9999047517776489,0.9641797542572021,0.979175329208374,0.9954665899276733,0.9966413974761963,0.8982608914375305,0.039956,0.0,0.0,0.165799,2.2051752000000002,3.011405
REQ-00000,10000,50000,1.6902291774749756,3.0994415283203125e-06,"['vit_b_16', 'resnet101', 'resnet50', 'mobilenet_v3_small', 'resnet34', 'resnet18']",barn_spider,1.0,weighted_majority,1690.1062090182677,True,n01773549,barn_spider,barn_spider,barn_spider,barn_spider,barn_spider,barn_spider,0.8155049085617065,0.2491891235113144,0.853583812713623,0.9243497252464294,0.7764244675636292,0.9023717045783997,0.04001059999999999,0.062408,0.117133,0.1652825,2.08624788,2.8035157
REQ-00000,10000,50000,1.4769949913024902,5.7220458984375e-06,"['vit_b_16', 'resnet101', 'resnet50', 'mobilenet_v3_small', 'resnet34', 'resnet18']",common_iguana,1.0,weighted_majority,1473.5947080189362,True,n01677366,common_iguana,common_iguana,common_iguana,common_iguana,common_iguana,common_iguana,0.9826196432113647,0.9983526468276978,0.9902890920639038,0.9376006722450256,0.8556199073791504,0.8569472432136536,0.03957493999999999,0.0622406,0.1143871,0.16143255,1.900610192,2.59116313
REQ-00000,10000,50000,1.3844940662384033,1.6689300537109375e-06,"['vit_b_16', 'resnet101', 'resnet50', 'mobilenet_v3_small', 'resnet34', 'resnet18']",redshank,1.0,weighted_majority,1381.518334033899,True,n02028035,redshank,redshank,redshank,redshank,redshank,redshank,0.9999696016311646,0.9995797276496887,0.9997537732124329,0.9999639987945557,0.9999837875366211,0.8942425847053528,0.03864694599999999,0.06127354,0.11253239,0.158066795,1.7315129728,2.357449817
REQ-00000,10000,5000,1.5598578453063965,3.0994415283203125e-06,"['vit_b_16', 'resnet101', 'resnet50', 'mobilenet_v3_small', 'resnet34', 'resnet18']",hen,1.0,weighted_majority,1559.476291993633,True,n01514859,hen,hen,hen,hen,hen,hen,0.978425145149231,0.9970313310623169,0.9710869193077087,0.9838536977767944,0.9891641736030579,0.9036591053009033,0.038024551399999995,0.060407786,0.11017345099999999,0.1544582155,1.57947007552,2.1345530353
REQ-00000,10000,5000,1.4308900833129883,3.0994415283203125e-06,"['vit_b_16', 'resnet101', 'resnet50', 'mobilenet_v3_small', 'resnet34', 'resnet18']",goldfish,1.0,weighted_majority,1429.6487079700455,True,n01443537,goldfish,goldfish,goldfish,goldfish,goldfish,goldfish,0.9995989203453064,0.9985896944999695,0.9996925592422485,0.9997302889823914,0.9999169111251831,0.8663878440856934,0.03766669625999999,0.0598000074,0.1080471059,0.15205769395000002,1.444100067968,1.9340701317700002
REQ-00000,10000,5000,1.3828189373016357,2.1457672119140625e-06,"['vit_b_16', 'resnet101', 'resnet50', 'mobilenet_v3_small', 'resnet34', 'resnet18']",garter_snake,1.0,weighted_majority,1380.4487910820171,True,n01735189,garter_snake,garter_snake,garter_snake,garter_snake,garter_snake,garter_snake,0.6157609224319458,0.92556232213974,0.9899835586547852,0.9872258305549622,0.9231002330780029,0.7427923083305359,0.041454226634,0.05892310666,0.10603449530999999,0.14850292455500003,1.3299019611712002,1.7579558185930002
REQ-00000,10000,5000,0.940162181854248,6.9141387939453125e-06,"['vit_b_16', 'resnet101', 'resnet50', 'mobilenet_v3_small', 'resnet34', 'resnet18']",chiton,1.0,weighted_majority,938.299166969955,True,n01955084,chiton,chiton,chiton,chiton,chiton,chiton,0.3905221223831177,0.785399317741394,0.9846487641334534,0.9962617754936218,0.9991111159324646,0.8756892085075378,0.04085080397060001,0.058536395994000005,0.10585484577899999,0.14549253209950003,1.2189935650540802,1.5993970367337003
REQ-00000,10000,5000,1.9066059589385986,3.0994415283203125e-06,"['vit_b_16', 'resnet101', 'resnet50', 'mobilenet_v3_small', 'resnet34', 'resnet18']",american_alligator,1.0,weighted_majority,1906.4936670474708,True,n01698640,american_alligator,american_alligator,american_alligator,american_alligator,american_alligator,american_alligator,0.966917097568512,0.9621352553367615,0.7624572515487671,0.9599612355232239,0.9019332528114319,0.9058650135993958,0.03954612357354001,0.0579065563946,0.1005168612011,0.14461077888955004,1.118683008548672,1.4530699330603303
REQ-00000,10000,5000,1.7703490257263184,3.0994415283203125e-06,"['vit_b_16', 'resnet101', 'resnet50', 'mobilenet_v3_small', 'resnet34', 'resnet18']",horned_viper,0.7135697707618297,weighted_majority,1768.8947499264032,True,n01753488,horned_viper,sidewinder,horned_viper,horned_viper,sidewinder,horned_viper,0.8050417900085449,0.514091432094574,0.7781526446342468,0.5470549464225769,0.6389397382736206,0.742241382598877,0.03877571121618601,0.057988300755140006,0.09957617508099,0.14266140100059505,1.028212907693805,1.3282317397542973
